region,number,location,address,village_neighborhood,google_maps_url,latitude,longitude
花蓮市,0033,慈天宮(媽祖廟),花蓮縣花蓮市主信里11鄰忠孝街81號,主信里,http://maps.google.com.tw/maps?q=%E8%8A%B1%E8%93%AE%E7%B8%A3%E8%8A%B1%E8%93%AE%E5%B8%82%E4%B8%BB%E4%BF%A1%E9%87%8C%E5%BF%A0%E5%AD%9D%E8%A1%97%EF%BC%98%EF%BC%91%E8%99%9F,23.9751176,121.6055272
花蓮市,0034,第三聯合里辦公處,花蓮縣花蓮市主計里12鄰成功街212號,主義里,http://maps.google.com.tw/maps?q=%E8%8A%B1%E8%93%AE%E7%B8%A3%E8%8A%B1%E8%93%AE%E5%B8%82%E4%B8%BB%E8%A8%88%E9%87%8C%E6%88%90%E5%8A%9F%E8%A1%97%EF%BC%92%EF%BC%91%EF%BC%92%E8%99%9F,23.9730693,121.6059429
花蓮市,0035,信義國小1年信班教室,花蓮縣花蓮市主計里14鄰信義街1號,主睦里,http://maps.google.com.tw/maps?q=%E8%8A%B1%E8%93%AE%E7%B8%A3%E8%8A%B1%E8%93%AE%E5%B8%82%E4%B8%BB%E8%A8%88%E9%87%8C%E4%BF%A1%E7%BE%A9%E8%A1%97%EF%BC%91%E8%99%9F,23.9711977,121.6062917
花蓮市,0036,信義國小2年信班教室,花蓮縣花蓮市主計里14鄰信義街1號,主計里,http://maps.google.com.tw/maps?q=%E8%8A%B1%E8%93%AE%E7%B8%A3%E8%8A%B1%E8%93%AE%E5%B8%82%E4%B8%BB%E8%A8%88%E9%87%8C%E4%BF%A1%E7%BE%A9%E8%A1%97%EF%BC%91%E8%99%9F,23.9711977,121.6062917
花蓮市,0037,主和社區活動中心,花蓮縣花蓮市主和里1鄰廣東街146號,"主和里1-4,11-22鄰",http://maps.google.com.tw/maps?q=%E8%8A%B1%E8%93%AE%E7%B8%A3%E8%8A%B1%E8%93%AE%E5%B8%82%E4%B8%BB%E5%92%8C%E9%87%8C%E5%BB%A3%E6%9D%B1%E8%A1%97%EF%BC%91%EF%BC%94%EF%BC%96%E8%99%9F,23.9707771,121.6051366
花蓮市,0038,中正國小中和樓N105教室,花蓮縣花蓮市主學里17鄰中正路210號,"主和里23-24,29-32,37-46鄰",http://maps.google.com.tw/maps?q=%E8%8A%B1%E8%93%AE%E7%B8%A3%E8%8A%B1%E8%93%AE%E5%B8%82%E4%B8%BB%E5%AD%B8%E9%87%8C%E4%B8%AD%E6%AD%A3%E8%B7%AF%EF%BC%92%EF%BC%91%EF%BC%90%E8%99%9F,23.9710697,121.600675
花蓮市,0039,中正國小中和樓N106教室,花蓮縣花蓮市主學里17鄰中正路210號,"主和里5-10,25-28,33-36鄰",http://maps.google.com.tw/maps?q=%E8%8A%B1%E8%93%AE%E7%B8%A3%E8%8A%B1%E8%93%AE%E5%B8%82%E4%B8%BB%E5%AD%B8%E9%87%8C%E4%B8%AD%E6%AD%A3%E8%B7%AF%EF%BC%92%EF%BC%91%EF%BC%90%E8%99%9F,23.9710697,121.600675
花蓮市,0040,中正國小中和樓N108教室,花蓮縣花蓮市主學里17鄰中正路210號,主學里1-13鄰,http://maps.google.com.tw/maps?q=%E8%8A%B1%E8%93%AE%E7%B8%A3%E8%8A%B1%E8%93%AE%E5%B8%82%E4%B8%BB%E5%AD%B8%E9%87%8C%E4%B8%AD%E6%AD%A3%E8%B7%AF%EF%BC%92%EF%BC%91%EF%BC%90%E8%99%9F,23.9710697,121.600675
花蓮市,0041,中正國小中和樓N109教室,花蓮縣花蓮市主學里17鄰中正路210號,主學里14-20鄰,http://maps.google.com.tw/maps?q=%E8%8A%B1%E8%93%AE%E7%B8%A3%E8%8A%B1%E8%93%AE%E5%B8%82%E4%B8%BB%E5%AD%B8%E9%87%8C%E4%B8%AD%E6%AD%A3%E8%B7%AF%EF%BC%92%EF%BC%91%EF%BC%90%E8%99%9F,23.9710697,121.600675
花蓮市,0042,福建街福德宮,花蓮縣花蓮市主農里5鄰福建街84號,主農里1-6鄰,http://maps.google.com.tw/maps?q=%E8%8A%B1%E8%93%AE%E7%B8%A3%E8%8A%B1%E8%93%AE%E5%B8%82%E4%B8%BB%E8%BE%B2%E9%87%8C%E7%A6%8F%E5%BB%BA%E8%A1%97%EF%BC%98%EF%BC%94%E8%99%9F,23.967822,121.59936
花蓮市,0043,主農里新社區活動中心(右)(長春街入口),花蓮縣花蓮市主農里11鄰中順街77號,主農里7-12鄰,http://maps.google.com.tw/maps?q=%E8%8A%B1%E8%93%AE%E7%B8%A3%E8%8A%B1%E8%93%AE%E5%B8%82%E4%B8%BB%E8%BE%B2%E9%87%8C%E4%B8%AD%E9%A0%86%E8%A1%97%EF%BC%97%EF%BC%97%E8%99%9F,23.9687802,121.596797
花蓮市,0044,主農里新社區活動中心(左)(中順街公園入口),花蓮縣花蓮市主農里11鄰中順街77號,"主農里13-14,16-18鄰",http://maps.google.com.tw/maps?q=%E8%8A%B1%E8%93%AE%E7%B8%A3%E8%8A%B1%E8%93%AE%E5%B8%82%E4%B8%BB%E8%BE%B2%E9%87%8C%E4%B8%AD%E9%A0%86%E8%A1%97%EF%BC%97%EF%BC%97%E8%99%9F,23.9687802,121.596797
花蓮市,0045,中原國小2年2班教室,花蓮縣花蓮市主權里11鄰中原路531號,"主農里15,19-24鄰",http://maps.google.com.tw/maps?q=%E8%8A%B1%E8%93%AE%E7%B8%A3%E8%8A%B1%E8%93%AE%E5%B8%82%E4%B8%BB%E6%AC%8A%E9%87%8C%E4%B8%AD%E5%8E%9F%E8%B7%AF%EF%BC%95%EF%BC%93%EF%BC%91%E8%99%9F,23.9720404,121.596435
花蓮市,0046,中正國小中強樓S103教室,花蓮縣花蓮市主學里17鄰中正路210號,主安里1-9鄰,http://maps.google.com.tw/maps?q=%E8%8A%B1%E8%93%AE%E7%B8%A3%E8%8A%B1%E8%93%AE%E5%B8%82%E4%B8%BB%E5%AD%B8%E9%87%8C%E4%B8%AD%E6%AD%A3%E8%B7%AF%EF%BC%92%EF%BC%91%EF%BC%90%E8%99%9F,23.9710697,121.600675
花蓮市,0047,中正國小中強樓S104教室,花蓮縣花蓮市主學里17鄰中正路210號,主安里10-19鄰,http://maps.google.com.tw/maps?q=%E8%8A%B1%E8%93%AE%E7%B8%A3%E8%8A%B1%E8%93%AE%E5%B8%82%E4%B8%BB%E5%AD%B8%E9%87%8C%E4%B8%AD%E6%AD%A3%E8%B7%AF%EF%BC%92%EF%BC%91%EF%BC%90%E8%99%9F,23.9710697,121.600675
花蓮市,0048,中原國小1年2班教室,花蓮縣花蓮市主權里11鄰中原路531號,"主權里9,11,17,19,27-28鄰",http://maps.google.com.tw/maps?q=%E8%8A%B1%E8%93%AE%E7%B8%A3%E8%8A%B1%E8%93%AE%E5%B8%82%E4%B8%BB%E6%AC%8A%E9%87%8C%E4%B8%AD%E5%8E%9F%E8%B7%AF%EF%BC%95%EF%BC%93%EF%BC%91%E8%99%9F,23.9720404,121.596435
花蓮市,0049,中原國小1年1班教室,花蓮縣花蓮市主權里11鄰中原路531號,"主權里12-14,18,21,25鄰",http://maps.google.com.tw/maps?q=%E8%8A%B1%E8%93%AE%E7%B8%A3%E8%8A%B1%E8%93%AE%E5%B8%82%E4%B8%BB%E6%AC%8A%E9%87%8C%E4%B8%AD%E5%8E%9F%E8%B7%AF%EF%BC%95%EF%BC%93%EF%BC%91%E8%99%9F,23.9720404,121.596435
花蓮市,0050,中原國小英語教室,花蓮縣花蓮市主權里11鄰中原路531號,"主權里15-16,20鄰",http://maps.google.com.tw/maps?q=%E8%8A%B1%E8%93%AE%E7%B8%A3%E8%8A%B1%E8%93%AE%E5%B8%82%E4%B8%BB%E6%AC%8A%E9%87%8C%E4%B8%AD%E5%8E%9F%E8%B7%AF%EF%BC%95%EF%BC%93%EF%BC%91%E8%99%9F,23.9720404,121.596435
花蓮市,0051,農業部農糧署東區分署會議室,花蓮縣花蓮市主權里3鄰中華路512號,"主權里1-3,5,26鄰",http://maps.google.com.tw/maps?q=%E8%8A%B1%E8%93%AE%E7%B8%A3%E8%8A%B1%E8%93%AE%E5%B8%82%E4%B8%BB%E6%AC%8A%E9%87%8C%E4%B8%AD%E8%8F%AF%E8%B7%AF%EF%BC%95%EF%BC%91%EF%BC%92%E8%99%9F,23.974483,121.5904197
花蓮市,0052,主權公園管理室,花蓮縣花蓮市主權里6鄰中原路666號,"主權里4,6-8,10,22-24鄰",http://maps.google.com.tw/maps?q=%E8%8A%B1%E8%93%AE%E7%B8%A3%E8%8A%B1%E8%93%AE%E5%B8%82%E4%B8%BB%E6%AC%8A%E9%87%8C%E4%B8%AD%E5%8E%9F%E8%B7%AF%EF%BC%96%EF%BC%96%EF%BC%96%E8%99%9F,23.9756658,121.593681
花蓮市,0053,忠孝國小思源樓1年孝班教室,花蓮縣花蓮市主力里6鄰中華路298號,主力里22-32鄰,http://maps.google.com.tw/maps?q=%E8%8A%B1%E8%93%AE%E7%B8%A3%E8%8A%B1%E8%93%AE%E5%B8%82%E4%B8%BB%E5%8A%9B%E9%87%8C%E4%B8%AD%E8%8F%AF%E8%B7%AF%EF%BC%92%EF%BC%99%EF%BC%98%E8%99%9F,23.9758742,121.5985353
花蓮市,0054,忠孝國小思源樓1年忠班教室,花蓮縣花蓮市主力里6鄰中華路298號,主力里1-15鄰,http://maps.google.com.tw/maps?q=%E8%8A%B1%E8%93%AE%E7%B8%A3%E8%8A%B1%E8%93%AE%E5%B8%82%E4%B8%BB%E5%8A%9B%E9%87%8C%E4%B8%AD%E8%8F%AF%E8%B7%AF%EF%BC%92%EF%BC%99%EF%BC%98%E8%99%9F,23.9758742,121.5985353
花蓮市,0055,忠孝國小思源樓潛能開發教室,花蓮縣花蓮市主力里6鄰中華路298號,主力里16-21鄰,http://maps.google.com.tw/maps?q=%E8%8A%B1%E8%93%AE%E7%B8%A3%E8%8A%B1%E8%93%AE%E5%B8%82%E4%B8%BB%E5%8A%9B%E9%87%8C%E4%B8%AD%E8%8F%AF%E8%B7%AF%EF%BC%92%EF%BC%99%EF%BC%98%E8%99%9F,23.9758742,121.5985353
花蓮市,0056,國風里活動中心,花蓮縣花蓮市國風里9鄰林榮街45號,國風里8-13鄰,http://maps.google.com.tw/maps?q=%E8%8A%B1%E8%93%AE%E7%B8%A3%E8%8A%B1%E8%93%AE%E5%B8%82%E5%9C%8B%E9%A2%A8%E9%87%8C%E6%9E%97%E6%A6%AE%E8%A1%97%EF%BC%94%EF%BC%95%E8%99%9F,23.9785468,121.5973633
花蓮市,0057,明義國小仁愛樓教室A,花蓮縣花蓮市國風里2鄰明義街107號,"國風里1-5,19-24鄰",http://maps.google.com.tw/maps?q=%E8%8A%B1%E8%93%AE%E7%B8%A3%E8%8A%B1%E8%93%AE%E5%B8%82%E5%9C%8B%E9%A2%A8%E9%87%8C%E6%98%8E%E7%BE%A9%E8%A1%97%EF%BC%91%EF%BC%90%EF%BC%97%E8%99%9F,23.9787988,121.6031714
花蓮市,0058,國風國中(北側)特教班教室,花蓮縣花蓮市國風里6鄰林政街7號,"國風里6-7,14-18,25鄰",http://maps.google.com.tw/maps?q=%E8%8A%B1%E8%93%AE%E7%B8%A3%E8%8A%B1%E8%93%AE%E5%B8%82%E5%9C%8B%E9%A2%A8%E9%87%8C%E6%9E%97%E6%94%BF%E8%A1%97%EF%BC%97%E8%99%9F,23.9781451,121.5957218
花蓮市,0059,明禮國小多功能教室,花蓮縣花蓮市國治里1鄰明禮路6號,"國威里6-15,19-29鄰",http://maps.google.com.tw/maps?q=%E8%8A%B1%E8%93%AE%E7%B8%A3%E8%8A%B1%E8%93%AE%E5%B8%82%E5%9C%8B%E6%B2%BB%E9%87%8C%E6%98%8E%E7%A6%AE%E8%B7%AF%EF%BC%96%E8%99%9F,23.9806485,121.6104233
花蓮市,0060,明義國小林森樓教室C,花蓮縣花蓮市國風里2鄰明義街107號,"國威里1-5,16-18,30-35鄰",http://maps.google.com.tw/maps?q=%E8%8A%B1%E8%93%AE%E7%B8%A3%E8%8A%B1%E8%93%AE%E5%B8%82%E5%9C%8B%E9%A2%A8%E9%87%8C%E6%98%8E%E7%BE%A9%E8%A1%97%EF%BC%91%EF%BC%90%EF%BC%97%E8%99%9F,23.9787988,121.6031714
花蓮市,0061,明禮國小會議室,花蓮縣花蓮市國治里1鄰明禮路6號,國治里,http://maps.google.com.tw/maps?q=%E8%8A%B1%E8%93%AE%E7%B8%A3%E8%8A%B1%E8%93%AE%E5%B8%82%E5%9C%8B%E6%B2%BB%E9%87%8C%E6%98%8E%E7%A6%AE%E8%B7%AF%EF%BC%96%E8%99%9F,23.9806485,121.6104233
花蓮市,0062,花蓮高商行政教學大樓後排教室A,花蓮縣花蓮市國安里15鄰中山路418號,國安里,http://maps.google.com.tw/maps?q=%E8%8A%B1%E8%93%AE%E7%B8%A3%E8%8A%B1%E8%93%AE%E5%B8%82%E5%9C%8B%E5%AE%89%E9%87%8C%E4%B8%AD%E5%B1%B1%E8%B7%AF%EF%BC%94%EF%BC%91%EF%BC%98%E8%99%9F,23.9871418,121.6037063
花蓮市,0063,國光里活動中心,花蓮縣花蓮市國光里13鄰林森路437號,國光里,http://maps.google.com.tw/maps?q=%E8%8A%B1%E8%93%AE%E7%B8%A3%E8%8A%B1%E8%93%AE%E5%B8%82%E5%9C%8B%E5%85%89%E9%87%8C%E6%9E%97%E6%A3%AE%E8%B7%AF%EF%BC%94%EF%BC%93%EF%BC%97%E8%99%9F,23.9830948,121.6077089
